stratum,class,comment,summary,Expand,rational,deprecation,usage,exception,todo,Incomplete,Commentedcode,directive,formatter,License,Ownership,Pointer,Autogenerated,Noise,Warning,Recommendation,Precondition,CodingGuidelines,Extension,Subclassexplnation,Observation
3,WordIgnoreProposal.java,* Proposal to ignore the word during the current editing session.,Proposal to ignore the word during the current editing session.,,,,,,,,,,,,,,,,,,,,,,
3,WorkingCopyTests.java,"* Contains unit test cases for Working Copies. Run using JUnit Plugin Test
 * configuration launcher.",Contains unit test cases for Working Copies,,,,Run using JUnit Plugin Test configuration launcher.,,,,,,,,,,,,,,,,,,
4,AbstractCollectionTester.java,"* Base class for collection testers.
 *
 * @param <E> the element type of the collection to be tested.
 * @author Kevin Bourrillion",* Base class for collection testers.,,,,* @param <E> the element type of the collection to be tested.,,,,,,,,* @author Kevin Bourrillion,,,,,,,,,,
4,AbstractListeningExecutorService.java,"* Abstract {@link ListeningExecutorService} implementation that creates {@link ListenableFuture}
 * instances for each {@link Runnable} and {@link Callable} submitted to it. These tasks are run
 * with the abstract {@link #execute execute(Runnable)} method.
 *
 * <p>In addition to {@link #execute}, subclasses must implement all methods related to shutdown and
 * termination.
 *
 * @author Chris Povirk
 * @since 14.0","* Abstract {@link ListeningExecutorService} implementation that creates {@link ListenableFuture}
  * instances for each {@link Runnable} and {@link Callable} submitted to it.","These tasks are run
  * with the abstract {@link #execute execute(Runnable)} method.",,* @since 14.0,"* <p>In addition to {@link #execute}, subclasses must implement all methods related to shutdown and
  * termination.",,,,,,,,* @author Chris Povirk,,,,,,,,,,
4,AbstractLoadingCache.java,"* This class provides a skeletal implementation of the {@code Cache} interface to minimize the
 * effort required to implement this interface.
 *
 * <p>To implement a cache, the programmer needs only to extend this class and provide an
 * implementation for the {@link #get(Object)} and {@link #getIfPresent} methods. {@link
 * #getUnchecked}, {@link #get(Object, Callable)}, and {@link #getAll} are implemented in terms of
 * {@code get}; {@link #getAllPresent} is implemented in terms of {@code getIfPresent}; {@link
 * #putAll} is implemented in terms of {@link #put}, {@link #invalidateAll(Iterable)} is implemented
 * in terms of {@link #invalidate}. The method {@link #cleanUp} is a no-op. All other methods throw
 * an {@link UnsupportedOperationException}.
 *
 * @author Charles Fry
 * @since 11.0",* This class provides a skeletal implementation of the {@code Cache} interface,,"to minimize the
  * effort required to implement this interface.",* @since 11.0,"* <p>To implement a cache, the programmer needs only to extend this class and provide an
  * implementation for the {@link #get(Object)} and {@link #getIfPresent} methods. {@link
  * #getUnchecked}, {@link #get(Object, Callable)}, and {@link #getAll} are implemented in terms of
  * {@code get}; {@link #getAllPresent} is implemented in terms of {@code getIfPresent}; {@link
  * #putAll} is implemented in terms of {@link #put}, {@link #invalidateAll(Iterable)} is implemented
  * in terms of {@link #invalidate}. The method {@link #cleanUp} is a no-op. All other methods throw
  * an {@link UnsupportedOperationException}.","All other methods throw
 * an {@link UnsupportedOperationException}.",,,,,,,* @author Charles Fry,,,,,,,,,,
4,AbstractMultimap.java,"* A skeleton {@code Multimap} implementation, not necessarily in terms of a {@code Map}.
 *
 * @author Louis Wasserman","A skeleton {@code Multimap} implementation, not necessarily in terms of a {@code Map}.",,,,,,,,,,,,@author Louis Wasserman,,,,,,,,,,
4,AbstractMultimapTester.java,"* Superclass for all {@code Multimap} testers.
 *
 * @author Louis Wasserman",* Superclass for all {@code Multimap} testers.,,,,,,,,,,,,@author Louis Wasserman,,,,,,,,,,
4,AbstractSortedKeySortedSetMultimap.java,"* Basic implementation of a {@link SortedSetMultimap} with a sorted key set.
 *
 * <p>This superclass allows {@code TreeMultimap} to override methods to return navigable set and
 * map types in non-GWT only, while GWT code will inherit the SortedMap/SortedSet overrides.
 *
 * @author Louis Wasserman",* Basic implementation of a {@link SortedSetMultimap} with a sorted key set.,,"* <p>This superclass allows {@code TreeMultimap} to override methods to return navigable set and
  * map types in non-GWT only, while GWT code will inherit the SortedMap/SortedSet overrides.",,,,,,,,,,* @author Louis Wasserman,,,,,,,,,,
4,ArbitraryInstances.java,"* Supplies an arbitrary ""default"" instance for a wide range of types, often useful in testing
 * utilities.
 *
 * <p>Covers arrays, enums and common types defined in {@code java.lang}, {@code java.lang.reflect},
 * {@code java.io}, {@code java.nio}, {@code java.math}, {@code java.util}, {@code
 * java.util.concurrent}, {@code java.util.regex}, {@code com.google.common.base}, {@code
 * com.google.common.collect} and {@code com.google.common.primitives}. In addition, if the type
 * exposes at least one public static final constant of the same type, one of the constants will be
 * used; or if the class exposes a public parameter-less constructor then it will be ""new""d and
 * returned.
 *
 * <p>All default instances returned by {@link #get} are generics-safe. Clients won't get type
 * errors for using {@code get(Comparator.class)} as a {@code Comparator<Foo>}, for example.
 * Immutable empty instances are returned for collection types; {@code """"} for string; {@code 0} for
 * number types; reasonable default instance for other stateless types. For mutable types, a fresh
 * instance is created each time {@code get()} is called.
 *
 * @author Kevin Bourrillion
 * @author Ben Yu
 * @since 12.0
 | Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| Internal implementations of some classes, with public default constructor that get() needs.| Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| 2. the order is deterministic and easy to understand, for debugging purpose.| Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| Always equal is a valid total ordering. And it works for any Object.","* Supplies an arbitrary ""default"" instance for a wide range of types, often useful in testing
  * utilities.","* <p>Covers arrays, enums and common types defined in {@code java.lang}, {@code java.lang.reflect},
  * {@code java.io}, {@code java.nio}, {@code java.math}, {@code java.util}, {@code
  * java.util.concurrent}, {@code java.util.regex}, {@code com.google.common.base}, {@code
  * com.google.common.collect} and {@code com.google.common.primitives}. In addition, if the type
  * exposes at least one public static final constant of the same type, one of the constants will be
  * used; or if the class exposes a public parameter-less constructor then it will be ""new""d and
  * returned.
  *",,* @since 12.0,"* <p>All default instances returned by {@link #get} are generics-safe. Clients won't get type
  * errors for using {@code get(Comparator.class)} as a {@code Comparator<Foo>}, for example.
  * Immutable empty instances are returned for collection types; {@code """"} for string; {@code 0} for
  * number types; reasonable default instance for other stateless types. For mutable types, a fresh
  * instance is created each time {@code get()} is called.","| Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| Internal implementations of some classes, with public default constructor that get() needs.| Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| 2. the order is deterministic and easy to understand, for debugging purpose.| Compare by toString() to satisfy 2 properties:| 1. compareTo(null) should throw NullPointerException| Always equal is a valid total ordering. And it works for any Object.",,,,,,,"* @author Kevin Bourrillion
  * @author Ben Yu",All default instances returned by {@link #get} are generics-safe.,,,"Clients won't get type
 * errors for using {@code get(Comparator.class)} as a {@code Comparator<Foo>}",,,,,,Always equal is a valid total ordering. And it works for any Object.
4,ArrayListMultimapGwtSerializationDependencies.java,"* A dummy superclass to support GWT serialization of the element types of an {@link
 * ArrayListMultimap}. The GWT supersource for this class contains a field for each type.
 *
 * <p>For details about this hack, see {@link GwtSerializationDependencies}, which takes the same
 * approach but with a subclass rather than a superclass.
 *
 * <p>TODO(cpovirk): Consider applying this subclass approach to our other types.","* A dummy superclass to support GWT serialization of the element types of an {@link
  * ArrayListMultimap}.",The GWT supersource for this class contains a field for each type.,,,,,* <p>TODO(cpovirk): Consider applying this subclass approach to our other types.,,,,,,,"* <p>For details about this hack, see {@link GwtSerializationDependencies}, which takes the same
  * approach but with a subclass rather than a superclass.",,,,,,,,,
4,AtomicDoubleArrayTest.java,"* Source:
 * http://gee.cs.oswego.edu/cgi-bin/viewcvs.cgi/jsr166/src/test/tck-jsr166e/AtomicDoubleArrayTest.java?revision=1.13
 * (Modified to adapt to guava coding conventions)
 | Unit test for {@link AtomicDoubleArray}.",Unit test for {@link AtomicDoubleArray}.,,,,,,,,,,,,,"* Source:
  * http://gee.cs.oswego.edu/cgi-bin/viewcvs.cgi/jsr166/src/test/tck-jsr166e/AtomicDoubleArrayTest.java?revision=1.13
  * (Modified to adapt to guava coding conventions)",,,,,,,,,
4,BaseEncodingBenchmark.java,Benchmark for {@code BaseEncoding} performance.,Benchmark for {@code BaseEncoding} performance.,,,,,,,,,,,,,,,,,,,,,,
4,BloomFilter.java,"* A Bloom filter for instances of {@code T}. A Bloom filter offers an approximate containment test
 * with one-sided error: if it claims that an element is contained in it, this might be in error,
 * but if it claims that an element is <i>not</i> contained in it, then this is definitely true.
 *
 * <p>If you are unfamiliar with Bloom filters, this nice <a
 * href=""http://llimllib.github.com/bloomfilter-tutorial/"">tutorial</a> may help you understand how
 * they work.
 *
 * <p>The false positive probability ({@code FPP}) of a Bloom filter is defined as the probability
 * that {@linkplain #mightContain(Object)} will erroneously return {@code true} for an object that
 * has not actually been put in the {@code BloomFilter}.
 *
 * <p>Bloom filters are serializable. They also support a more compact serial representation via the
 * {@link #writeTo} and {@link #readFrom} methods. Both serialized forms will continue to be
 * supported by future versions of this library. However, serial forms generated by newer versions
 * of the code may not be readable by older versions of the code (e.g., a serialized Bloom filter
 * generated today may <i>not</i> be readable by a binary that was compiled 6 months ago).
 *
 * <p>As of Guava 23.0, this class is thread-safe and lock-free. It internally uses atomics and
 * compare-and-swap to ensure correctness when multiple threads are used to access it.
 *
 * @param <T> the type of instances that the {@code BloomFilter} accepts
 * @author Dimitris Andreou
 * @author Kevin Bourrillion
 * @since 11.0 (thread-safe since 23.0)
 | Cheat sheet:|| m: total bits| n: expected insertions| b: m/n, bits per insertion| p: expected false positive probability|| 1) Optimal k = b * ln2| 2) p = (1 - e ^ (-kn/m))^k| 3) For optimal k: p = 2 ^ (-k) ~= 0.6185^b| 4) For optimal k: m = -nlnp / ((ln2) ^ 2)|
   * A strategy to translate T instances, to {@code numHashFunctions} bit indexes.
   *
   * <p>Implementations should be collections of pure functions (i.e. stateless).","* A Bloom filter for instances of {@code T}. A Bloom filter offers an approximate containment test
 * with one-sided error: if it claims that an element is contained in it, this might be in error,
 * but if it claims that an element is <i>not</i> contained in it, then this is definitely true.","<p>The false positive probability ({@code FPP}) of a Bloom filter is defined as the probability
 * that {@linkplain #mightContain(Object)} will erroneously return {@code true} for an object that
 * has not actually been put in the {@code BloomFilter}.
 *
 * <p>Bloom filters are serializable. They also support a more compact serial representation via the
 * {@link #writeTo} and {@link #readFrom} methods. Both serialized forms will continue to be
 * supported by future versions of this library. However, serial forms generated by newer versions
 * of the code may not be readable by older versions of the code (e.g., a serialized Bloom filter
 * generated today may <i>not</i> be readable by a binary that was compiled 6 months ago).",,"However, serial forms generated by newer versions
 * of the code may not be readable by older versions of the code (e.g., a serialized Bloom filter
 * generated today may <i>not</i> be readable by a binary that was compiled 6 months ago).
 * <p>As of Guava 23.0, this class is thread-safe and lock-free. It internally uses atomics and
 * compare-and-swap to ensure correctness when multiple threads are used to access it. 
* @since 11.0 (thread-safe since 23.0)","* @param <T> the type of instances that the {@code BloomFilter} accepts.
 | Cheat sheet:|| m: total bits| n: expected insertions| b: m/n, bits per insertion| p: expected false positive probability|| 1) Optimal k = b * ln2| 2) p = (1 - e ^ (-kn/m))^k| 3) For optimal k: p = 2 ^ (-k) ~= 0.6185^b| 4) For optimal k: m = -nlnp / ((ln2) ^ 2)|
   * A strategy to translate T instances, to {@code numHashFunctions} bit indexes.
   *
   * <p>Implementations should be collections of pure functions (i.e. stateless).",,,,,,,,"* @author Dimitris Andreou
 * @author Kevin Bourrillion","* <p>If you are unfamiliar with Bloom filters, this nice <a
 * href=""http://llimllib.github.com/bloomfilter-tutorial/"">tutorial</a> may help you understand how
 * they work.
 * <p>The false positive probability ({@code FPP}) of a Bloom filter is defined as the probability
 * that {@linkplain #mightContain(Object)} will erroneously return {@code true} for an object that
 * has not actually been put in the {@code BloomFilter}.
 *
 * <p>Bloom filters are serializable. They also support a more compact serial representation via the
 * {@link #writeTo} and {@link #readFrom} methods.",,,,"* <p>If you are unfamiliar with Bloom filters, this nice <a
 * href=""http://llimllib.github.com/bloomfilter-tutorial/"">tutorial</a> may help you understand how
 * they work.
   * <p>Implementations should be collections of pure functions (i.e. stateless).",,,,,"* <p>As of Guava 23.0, this class is thread-safe and lock-free. It internally uses atomics and
 * compare-and-swap to ensure correctness when multiple threads are used to access it."
4,CacheBuilder.java,"* A builder of {@link LoadingCache} and {@link Cache} instances having any combination of the
 * following features:
 *
 * <ul>
 *   <li>automatic loading of entries into the cache
 *   <li>least-recently-used eviction when a maximum size is exceeded
 *   <li>time-based expiration of entries, measured since last access or last write
 *   <li>keys automatically wrapped in {@linkplain WeakReference weak} references
 *   <li>values automatically wrapped in {@linkplain WeakReference weak} or {@linkplain
 *       SoftReference soft} references
 *   <li>notification of evicted (or otherwise removed) entries
 *   <li>accumulation of cache access statistics
 * </ul>
 *
 *
 * <p>These features are all optional; caches can be created using all or none of them. By default
 * cache instances created by {@code CacheBuilder} will not perform any type of eviction.
 *
 * <p>Usage example:
 *
 * <pre>{@code
 * LoadingCache<Key, Graph> graphs = CacheBuilder.newBuilder()
 *     .maximumSize(10000)
 *     .expireAfterWrite(Duration.ofMinutes(10))
 *     .removalListener(MY_LISTENER)
 *     .build(
 *         new CacheLoader<Key, Graph>() {
 *           public Graph load(Key key) throws AnyException {
 *             return createExpensiveGraph(key);
 *           }
 *         });
 * }</pre>
 *
 * <p>Or equivalently,
 *
 * <pre>{@code
 * // In real life this would come from a command-line flag or config file
 * String spec = ""maximumSize=10000,expireAfterWrite=10m"";
 *
 * LoadingCache<Key, Graph> graphs = CacheBuilder.from(spec)
 *     .removalListener(MY_LISTENER)
 *     .build(
 *         new CacheLoader<Key, Graph>() {
 *           public Graph load(Key key) throws AnyException {
 *             return createExpensiveGraph(key);
 *           }
 *         });
 * }</pre>
 *
 * <p>The returned cache is implemented as a hash table with similar performance characteristics to
 * {@link ConcurrentHashMap}. It implements all optional operations of the {@link LoadingCache} and
 * {@link Cache} interfaces. The {@code asMap} view (and its collection views) have <i>weakly
 * consistent iterators</i>. This means that they are safe for concurrent use, but if other threads
 * modify the cache after the iterator is created, it is undefined which of these changes, if any,
 * are reflected in that iterator. These iterators never throw {@link
 * ConcurrentModificationException}.
 *
 * <p><b>Note:</b> by default, the returned cache uses equality comparisons (the {@link
 * Object#equals equals} method) to determine equality for keys or values. However, if {@link
 * #weakKeys} was specified, the cache uses identity ({@code ==}) comparisons instead for keys.
 * Likewise, if {@link #weakValues} or {@link #softValues} was specified, the cache uses identity
 * comparisons for values.
 *
 * <p>Entries are automatically evicted from the cache when any of {@linkplain #maximumSize(long)
 * maximumSize}, {@linkplain #maximumWeight(long) maximumWeight}, {@linkplain #expireAfterWrite
 * expireAfterWrite}, {@linkplain #expireAfterAccess expireAfterAccess}, {@linkplain #weakKeys
 * weakKeys}, {@linkplain #weakValues weakValues}, or {@linkplain #softValues softValues} are
 * requested.
 *
 * <p>If {@linkplain #maximumSize(long) maximumSize} or {@linkplain #maximumWeight(long)
 * maximumWeight} is requested entries may be evicted on each cache modification.
 *
 * <p>If {@linkplain #expireAfterWrite expireAfterWrite} or {@linkplain #expireAfterAccess
 * expireAfterAccess} is requested entries may be evicted on each cache modification, on occasional
 * cache accesses, or on calls to {@link Cache#cleanUp}. Expired entries may be counted by {@link
 * Cache#size}, but will never be visible to read or write operations.
 *
 * <p>If {@linkplain #weakKeys weakKeys}, {@linkplain #weakValues weakValues}, or {@linkplain
 * #softValues softValues} are requested, it is possible for a key or value present in the cache to
 * be reclaimed by the garbage collector. Entries with reclaimed keys or values may be removed from
 * the cache on each cache modification, on occasional cache accesses, or on calls to {@link
 * Cache#cleanUp}; such entries may be counted in {@link Cache#size}, but will never be visible to
 * read or write operations.
 *
 * <p>Certain cache configurations will result in the accrual of periodic maintenance tasks which
 * will be performed during write operations, or during occasional read operations in the absence of
 * writes. The {@link Cache#cleanUp} method of the returned cache will also perform maintenance, but
 * calling it should not be necessary with a high throughput cache. Only caches built with
 * {@linkplain #removalListener removalListener}, {@linkplain #expireAfterWrite expireAfterWrite},
 * {@linkplain #expireAfterAccess expireAfterAccess}, {@linkplain #weakKeys weakKeys}, {@linkplain
 * #weakValues weakValues}, or {@linkplain #softValues softValues} perform periodic maintenance.
 *
 * <p>The caches produced by {@code CacheBuilder} are serializable, and the deserialized caches
 * retain all the configuration properties of the original cache. Note that the serialized form does
 * <i>not</i> include cache contents, but only configuration.
 *
 * <p>See the Guava User Guide article on <a
 * href=""https://github.com/google/guava/wiki/CachesExplained"">caching</a> for a higher-level
 * explanation.
 *
 * @param <K> the most general key type this builder will be able to create caches for. This is
 *     normally {@code Object} unless it is constrained by using a method like {@code
 *     #removalListener}
 * @param <V> the most general value type this builder will be able to create caches for. This is
 *     normally {@code Object} unless it is constrained by using a method like {@code
 *     #removalListener}
 * @author Charles Fry
 * @author Kevin Bourrillion
 * @since 10.0",* A builder of {@link LoadingCache} and {@link Cache} instances,"having any combination of the
  * following features:
  *
  * <ul>
  * <li>automatic loading of entries into the cache
  * <li>least-recently-used eviction when a maximum size is exceeded
  * <li>time-based expiration of entries, measured since last access or last write
  * <li>keys automatically wrapped in {@linkplain WeakReference weak} references
  * <li>values automatically wrapped in {@linkplain WeakReference weak} or {@linkplain
  * SoftReference soft} references
  * <li>notification of evicted (or otherwise removed) entries
  * <li>accumulation of cache access statistics
  * </ul>
* <p>Entries are automatically evicted from the cache when any of {@linkplain #maximumSize(long)
 * maximumSize}, {@linkplain #maximumWeight(long) maximumWeight}, {@linkplain #expireAfterWrite
 * expireAfterWrite}, {@linkplain #expireAfterAccess expireAfterAccess}, {@linkplain #weakKeys
 * weakKeys}, {@linkplain #weakValues weakValues}, or {@linkplain #softValues softValues} are
 * requested.",,* @since 10.0,"* <p>These features are all optional; caches can be created using all or none of them. By default
  * cache instances created by {@code CacheBuilder} will not perform any type of eviction.
  *
  * <p>Usage example:
  *
  * <pre>{@code
  * LoadingCache<Key, Graph> graphs = CacheBuilder.newBuilder()
  * .maximumSize(10000)
  * .expireAfterWrite(Duration.ofMinutes(10))
  * .removalListener(MY_LISTENER)
  * .build(
  * new CacheLoader<Key, Graph>() {
  * public Graph load(Key key) throws AnyException {
  * return createExpensiveGraph(key);
  * }
  * });
  * }</pre>
  *
  * <p>Or equivalently,
  *
  * <pre>{@code
  * // In real life this would come from a command-line flag or config file
  * String spec = ""maximumSize=10000,expireAfterWrite=10m"";
  *
  * LoadingCache<Key, Graph> graphs = CacheBuilder.from(spec)
  * .removalListener(MY_LISTENER)
  * .build(
  * new CacheLoader<Key, Graph>() {
  * public Graph load(Key key) throws AnyException {
  * return createExpensiveGraph(key);
  * }
  * });
  * }</pre>
  *
  * <p>The returned cache is implemented as a hash table with similar performance characteristics to
  * {@link ConcurrentHashMap}. It implements all optional operations of the {@link LoadingCache} and
  * {@link Cache} interfaces. The {@code asMap} view (and its collection views) have <i>weakly
  * consistent iterators</i>. This means that they are safe for concurrent use, but if other threads
  * modify the cache after the iterator is created, it is undefined which of these changes, if any,
  * are reflected in that iterator. These iterators never throw {@link
  * ConcurrentModificationException}.
  *
  * <p><b>Note:</b> by default, the returned cache uses equality comparisons (the {@link
  * Object#equals equals} method) to determine equality for keys or values. However, if {@link
  * #weakKeys} was specified, the cache uses identity ({@code ==}) comparisons instead for keys.
  * Likewise, if {@link #weakValues} or {@link #softValues} was specified, the cache uses identity
  * comparisons for values.
  *
  * <p>Entries are automatically evicted from the cache when any of {@linkplain #maximumSize(long)
  * maximumSize}, {@linkplain #maximumWeight(long) maximumWeight}, {@linkplain #expireAfterWrite
  * expireAfterWrite}, {@linkplain #expireAfterAccess expireAfterAccess}, {@linkplain #weakKeys
  * weakKeys}, {@linkplain #weakValues weakValues}, or {@linkplain #softValues softValues} are
  * requested.
  *
  * <p>If {@linkplain #maximumSize(long) maximumSize} or {@linkplain #maximumWeight(long)
  * maximumWeight} is requested entries may be evicted on each cache modification.
  *
  * <p>If {@linkplain #expireAfterWrite expireAfterWrite} or {@linkplain #expireAfterAccess
  * expireAfterAccess} is requested entries may be evicted on each cache modification, on occasional
  * cache accesses, or on calls to {@link Cache#cleanUp}. Expired entries may be counted by {@link
  * Cache#size}, but will never be visible to read or write operations.
  *
  * <p>If {@linkplain #weakKeys weakKeys}, {@linkplain #weakValues weakValues}, or {@linkplain
  * #softValues softValues} are requested, it is possible for a key or value present in the cache to
  * be reclaimed by the garbage collector. Entries with reclaimed keys or values may be removed from
  * the cache on each cache modification, on occasional cache accesses, or on calls to {@link
  * Cache#cleanUp}; such entries may be counted in {@link Cache#size}, but will never be visible to
  * read or write operations.
  *
  * <p>Certain cache configurations will result in the accrual of periodic maintenance tasks which
  * will be performed during write operations, or during occasional read operations in the absence of
  * writes. The {@link Cache#cleanUp} method of the returned cache will also perform maintenance, but
  * calling it should not be necessary with a high throughput cache. Only caches built with
  * {@linkplain #removalListener removalListener}, {@linkplain #expireAfterWrite expireAfterWrite},
  * {@linkplain #expireAfterAccess expireAfterAccess}, {@linkplain #weakKeys weakKeys}, {@linkplain
  * #weakValues weakValues}, or {@linkplain #softValues softValues} perform periodic maintenance.
  *
  * <p>The caches produced by {@code CacheBuilder} are serializable, and the deserialized caches
  * retain all the configuration properties of the original cache. Note that the serialized form does
  * <i>not</i> include cache contents, but only configuration.
 
  * @param <K> the most general key type this builder will be able to create caches for. This is
  * normally {@code Object} unless it is constrained by using a method like {@code
  * #removalListener}
  * @param <V> the most general value type this builder will be able to create caches for. This is
  * normally {@code Object} unless it is constrained by using a method like {@code
  * #removalListener}",,,,,,,,"* @author Charles Fry
  * @author Kevin Bourrillion","* <p>See the Guava User Guide article on <a
  * href=""https://github.com/google/guava/wiki/CachesExplained"">caching</a> for a higher-level
  * explanation.
These iterators never throw {@link
 * ConcurrentModificationException}.",,,"* <p><b>Note:</b> by default, the returned cache uses equality comparisons (the {@link
 * Object#equals equals} method) to determine equality for keys or values. However, if {@link
 * #weakKeys} was specified, the cache uses identity ({@code ==}) comparisons instead for keys.
 * Likewise, if {@link #weakValues} or {@link #softValues} was specified, the cache uses identity
 * comparisons for values.
 Note that the serialized form does
 * <i>not</i> include cache contents, but only configuration.",,,,,,"Certain cache configurations will result in the accrual of periodic maintenance tasks which
 * will be performed during write operations, or during occasional read operations in the absence of
 * writes."
4,CacheLoaderTest.java,"* Unit tests for {@link CacheLoader}.
 *
 * @author Charles Fry",* Unit tests for {@link CacheLoader}.,,,,,,,,,,,,@author Charles Fry,,,,,,,,,,
4,CacheManualTest.java,@author Charles Fry,,,,,,,,,,,,,@author Charles Fry,,,,,,,,,,
4,ClassToInstanceMap.java,"* A map, each entry of which maps a Java <a href=""http://tinyurl.com/2cmwkz"">raw type</a> to an
 * instance of that type. In addition to implementing {@code Map}, the additional type-safe
 * operations {@link #putInstance} and {@link #getInstance} are available.
 *
 * <p>Like any other {@code Map<Class, Object>}, this map may contain entries for primitive types,
 * and a primitive type and its corresponding wrapper type may map to different values.
 *
 * <p>See the Guava User Guide article on <a href=
 * ""https://github.com/google/guava/wiki/NewCollectionTypesExplained#classtoinstancemap""> {@code
 * ClassToInstanceMap}</a>.
 *
 * <p>To map a generic type to an instance of that type, use {@link
 * com.google.common.reflect.TypeToInstanceMap} instead.
 *
 * @param <B> the common supertype that all entries must share; often this is simply {@link Object}
 * @author Kevin Bourrillion
 * @since 2.0","* A map, each entry of which maps a Java <a href=""http://tinyurl.com/2cmwkz"">raw type</a> to an
  * instance of that type. In addition to implementing {@code Map}, the additional type-safe
  * operations {@link #putInstance} and {@link #getInstance} are available.","* <p>Like any other {@code Map<Class, Object>}, this map may contain entries for primitive types,
  * and a primitive type and its corresponding wrapper type may map to different values.",,* @since 2.0,"* <p>To map a generic type to an instance of that type, use {@link
  * com.google.common.reflect.TypeToInstanceMap} instead.
  *
  * @param <B> the common supertype that all entries must share; often this is simply {@link Object}",,,,,,,,* @author Kevin Bourrillion,"* <p>See the Guava User Guide article on <a href=
  * ""https://github.com/google/guava/wiki/NewCollectionTypesExplained#classtoinstancemap""> {@code
  * ClassToInstanceMap}</a>.",,,,"To map a generic type to an instance of that type, use {@link
 * com.google.common.reflect.TypeToInstanceMap} instead.",,,,,
4,CloseablesTest.java,"* Unit tests for {@link Closeables}.
 *
 * <p>Checks proper closing behavior, and ensures that IOExceptions on Closeable.close() are not
 * propagated out from the {@link Closeables#close} method if {@code swallowException} is true.
 *
 * @author Michael Lancaster",* Unit tests for {@link Closeables}.,"* <p>Checks proper closing behavior, and ensures that IOExceptions on Closeable.close() are not
  * propagated out from the {@link Closeables#close} method if {@code swallowException} is true.",,,,,,,,,,,* @author Michael Lancaster,,,,,,,,,,
4,CollectionTestSuiteBuilder.java,"* Concrete instantiation of {@link AbstractCollectionTestSuiteBuilder} for testing collections that
 * do not have a more specific tester like {@link ListTestSuiteBuilder} or {@link
 * SetTestSuiteBuilder}.
 *
 * @author Chris Povirk
 * @author Louis Wasserman","* Concrete instantiation of {@link AbstractCollectionTestSuiteBuilder} for testing collections that
 * do not have a more specific tester like {@link ListTestSuiteBuilder} or {@link
 * SetTestSuiteBuilder}.",,,,,,,,,,,,"* @author Chris Povirk
 * @author Louis Wasserman","@link AbstractCollectionTestSuiteBuilder} 
{@link ListTestSuiteBuilder} or {@link
 * SetTestSuiteBuilder}.",,,,,,,,,
4,ConflictingRequirementsException.java,"* Thrown when requirements on a tester method or class conflict with each other.
 *
 * @author George van den Driessche",* Thrown when requirements on a tester method or class conflict with each other.,,,,,,,,,,,,@author George van den Driessche,,,,,,,,,,
4,CountingOutputStream.java,"* An OutputStream that counts the number of bytes written.
 *
 * @author Chris Nokleberg
 * @since 1.0",An OutputStream that counts the number of bytes written.,,,@since 1.0,,,,,,,,,@author Chris Nokleberg,,,,,,,,,,
4,DescendingMultiset.java,"* A skeleton implementation of a descending multiset. Only needs {@code forwardMultiset()} and
 * {@code entryIterator()}.
 *
 * @author Louis Wasserman",* A skeleton implementation of a descending multiset.,,,,,,,,,,,,* @author Louis Wasserman,"Only needs {@code forwardMultiset()} and
 * {@code entryIterator()}.",,,,,"Only needs {@code forwardMultiset()} and
 * {@code entryIterator()}.",,,,
