filename,comment_amount,code_amount,ratio,classComment,methodComment,methodBody,constructorComment,constructorBody,fieldComment,fieldBody,classCommentLineLength,classCommentSymbolLength
InternalInjectorCreator.java,62,240,0.25833333333333336,"
 * Builds a tree of injectors. This is a primary injector, plus child injectors needed for each
 * {@code Binder.newPrivateBinder() private environment}. The primary injector is not necessarily a
 * top-level injector.
 *
 * <p>Injector construction happens in two phases.
 *
 * <ol>
 *   <li>Static building. In this phase, we interpret commands, create bindings, and inspect
 *       dependencies. During this phase, we hold a lock to ensure consistency with parent
 *       injectors. No user code is executed in this phase.
 *   <li>Dynamic injection. In this phase, we call user code. We inject members that requested
 *       injection. This may require user's objects be created and their providers be called. And we
 *       create eager singletons. In this phase, user code may have started other threads. This
 *       phase is not executed for injectors created using {@link Stage#TOOL the tool stage}
 * </ol>
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 | {@link Injector} exposed to users in {@link Stage#TOOL}. ","/**
 * Sets the parent of the injector to-be-constructed. As a side effect, this sets this injector's
 * stage to the stage of {@code parent} and sets {@link #requireExplicitBindings()} if the parent
 * injector also required them.
 */
 
/**
 * Initialize and validate everything.
 */
 
/**
 * Returns the injector being constructed. This is not necessarily the root injector.
 */
 
/**
 * Inject everything that can be injected. This method is intentionally not synchronized. If we
 * locked while injecting members (ie. running user code), things would deadlock should the user
 * code build a just-in-time binding from another thread.
 */
 
/**
 * Loads eager singletons, or all singletons if we're in Stage.PRODUCTION. Bindings discovered
 * while we're binding these singletons are not be eager.
 */
 
","{
    shellBuilder.parent(parent);
    return this;
} 
{
    bindingData.initializeBindings();
    stopwatch.resetAndLog(""Binding initialization"");
    for (InjectorShell shell : shells) {
        shell.getInjector().index();
    }
    stopwatch.resetAndLog(""Binding indexing"");
    injectionRequestProcessor.process(shells);
    stopwatch.resetAndLog(""Collecting injection requests"");
    bindingData.runCreationListeners(errors);
    stopwatch.resetAndLog(""Binding validation"");
    injectionRequestProcessor.validate();
    stopwatch.resetAndLog(""Static validation"");
    initializer.validateOustandingInjections(errors);
    stopwatch.resetAndLog(""Instance member validation"");
    new LookupProcessor(errors).process(shells);
    for (InjectorShell shell : shells) {
        ((DeferredLookups) shell.getInjector().lookups).initialize(errors);
    }
    stopwatch.resetAndLog(""Provider verification"");
    // This needs to come late since some user bindings rely on requireBinding calls to create
    // jit bindings during the LookupProcessor.
    bindingData.initializeDelayedBindings();
    stopwatch.resetAndLog(""Delayed Binding initialization"");
    for (InjectorShell shell : shells) {
        if (!shell.getElements().isEmpty()) {
            throw new AssertionError(""Failed to execute "" + shell.getElements());
        }
    }
    errors.throwCreationExceptionIfErrorsExist();
} 
{
    return shells.get(0).getInjector();
} 
{
    injectionRequestProcessor.injectMembers();
    stopwatch.resetAndLog(""Static member injection"");
    initializer.injectAll(errors);
    stopwatch.resetAndLog(""Instance injection"");
    errors.throwCreationExceptionIfErrorsExist();
    if (shellBuilder.getStage() != Stage.TOOL) {
        for (InjectorShell shell : shells) {
            loadEagerSingletons(shell.getInjector(), shellBuilder.getStage(), errors);
        }
        stopwatch.resetAndLog(""Preloading singletons"");
    }
    errors.throwCreationExceptionIfErrorsExist();
} 
{
    List<BindingImpl<?>> candidateBindings = new ArrayList<>();
    // casting Collection<Binding> to Collection<BindingImpl> is safe
    @SuppressWarnings(""unchecked"")
    Collection<BindingImpl<?>> bindingsAtThisLevel = (Collection) injector.state.getExplicitBindingsThisLevel().values();
    candidateBindings.addAll(bindingsAtThisLevel);
    synchronized (injector.state.lock()) {
        // jit bindings must be accessed while holding the lock.
        candidateBindings.addAll(injector.jitBindings.values());
    }
    InternalContext context = injector.enterContext();
    try {
        for (BindingImpl<?> binding : candidateBindings) {
            if (isEagerSingleton(injector, binding, stage)) {
                Dependency<?> dependency = Dependency.get(binding.getKey());
                Dependency previous = context.pushDependency(dependency, binding.getSource());
                try {
                    binding.getInternalFactory().get(context, dependency, false);
                } catch (InternalProvisionException e) {
                    errors.withSource(dependency).merge(e);
                } finally {
                    context.popStateAndSetDependency(previous);
                }
            }
        }
    } finally {
        context.close();
    }
} 
",,,,,19,1039
ProvidedByInternalFactory.java,20,67,0.29850746268656714,"
 * An {@link InternalFactory} for {@literal @}{@link ProvidedBy} bindings.
 *
 * @author sameb@google.com (Sam Berlin)
 ",,,,,,,3,114
MoreTypes.java,80,393,0.2035623409669211,"
 * Static methods for working with types that we aren't publishing in the public {@code Types} API.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 |
   * The WildcardType interface supports multiple upper bounds and multiple lower bounds. We only
   * support what the Java 6 language needs - at most one bound. If a lower bound is set, the upper
   * bound must be Object.class.
   | A type formed from other types, such as arrays, parameterized types or wildcard types ","/**
 * Returns a key that doesn't hold any references to parent classes. This is necessary for
 * anonymous keys, so ensure we don't hold a ref to the containing module (or class) forever.
 */
 
/**
 * Returns an type that's appropriate for use in a key.
 *
 * <p>If the raw type of {@code typeLiteral} is a {@code javax.inject.Provider}, this returns a
 * {@code com.google.inject.Provider} with the same type parameters.
 *
 * <p>If the type is a primitive, the corresponding wrapper type will be returned.
 *
 * @throws ConfigurationException if {@code type} contains a type variable
 */
 
/**
 * Returns true if {@code type} is free from type variables.
 */
 
/**
 * Returns a type that is functionally equal but not necessarily equal according to {@link
 * Object#equals(Object) Object.equals()}. The returned type is {@link Serializable}.
 */
 
/**
 * Returns true if {@code a} and {@code b} are equal.
 */
 
/**
 * Returns the generic supertype for {@code type}. For example, given a class {@code IntegerSet},
 * the result for when supertype is {@code Set.class} is {@code Set<Integer>} and the result when
 * the supertype is {@code Collection.class} is {@code Collection<Integer>}.
 */
 
/**
 * Returns the declaring class of {@code typeVariable}, or {@code null} if it was not declared by
 * a class.
 */
 
/**
 * Returns true if there are no type variables in this type.
 */
 
","{
    // If we know this isn't a subclass, return as-is.
    // Otherwise, recreate the key to avoid the subclass
    if (key.getClass() == Key.class) {
        return key;
    } else {
        return key.ofType(key.getTypeLiteral());
    }
} 
{
    Type type = typeLiteral.getType();
    if (!isFullySpecified(type)) {
        Errors errors = new Errors().keyNotFullySpecified(typeLiteral);
        throw new ConfigurationException(errors.getMessages());
    }
    if (typeLiteral.getRawType() == javax.inject.Provider.class) {
        ParameterizedType parameterizedType = (ParameterizedType) type;
        // the following casts are generally unsafe, but com.google.inject.Provider extends
        // javax.inject.Provider and is covariant
        @SuppressWarnings(""unchecked"")
        TypeLiteral<T> guiceProviderType = (TypeLiteral<T>) TypeLiteral.get(Types.providerOf(parameterizedType.getActualTypeArguments()[0]));
        return guiceProviderType;
    }
    @SuppressWarnings(""unchecked"")
    TypeLiteral<T> wrappedPrimitives = (TypeLiteral<T>) PRIMITIVE_TO_WRAPPER.get(typeLiteral);
    if (wrappedPrimitives != null) {
        return wrappedPrimitives;
    }
    // If we know this isn't a subclass, return as-is.
    if (typeLiteral.getClass() == TypeLiteral.class) {
        return typeLiteral;
    }
    // recreate the TypeLiteral to avoid anonymous TypeLiterals from holding refs to their
    // surrounding classes.
    @SuppressWarnings(""unchecked"")
    TypeLiteral<T> recreated = (TypeLiteral<T>) TypeLiteral.get(typeLiteral.getType());
    return recreated;
} 
{
    if (type instanceof Class) {
        return true;
    } else if (type instanceof CompositeType) {
        return ((CompositeType) type).isFullySpecified();
    } else if (type instanceof TypeVariable) {
        return false;
    } else {
        return ((CompositeType) canonicalize(type)).isFullySpecified();
    }
} 
{
    if (type instanceof Class) {
        Class<?> c = (Class<?>) type;
        return c.isArray() ? new GenericArrayTypeImpl(canonicalize(c.getComponentType())) : c;
    } else if (type instanceof CompositeType) {
        return type;
    } else if (type instanceof ParameterizedType) {
        ParameterizedType p = (ParameterizedType) type;
        return new ParameterizedTypeImpl(p.getOwnerType(), p.getRawType(), p.getActualTypeArguments());
    } else if (type instanceof GenericArrayType) {
        GenericArrayType g = (GenericArrayType) type;
        return new GenericArrayTypeImpl(g.getGenericComponentType());
    } else if (type instanceof WildcardType) {
        WildcardType w = (WildcardType) type;
        return new WildcardTypeImpl(w.getUpperBounds(), w.getLowerBounds());
    } else {
        // type is either serializable as-is or unsupported
        return type;
    }
} 
{
    if (a == b) {
        // also handles (a == null && b == null)
        return true;
    } else if (a instanceof Class) {
        // Class already specifies equals().
        return a.equals(b);
    } else if (a instanceof ParameterizedType) {
        if (!(b instanceof ParameterizedType)) {
            return false;
        }
        // TODO: save a .clone() call
        ParameterizedType pa = (ParameterizedType) a;
        ParameterizedType pb = (ParameterizedType) b;
        return Objects.equal(pa.getOwnerType(), pb.getOwnerType()) && pa.getRawType().equals(pb.getRawType()) && Arrays.equals(pa.getActualTypeArguments(), pb.getActualTypeArguments());
    } else if (a instanceof GenericArrayType) {
        if (!(b instanceof GenericArrayType)) {
            return false;
        }
        GenericArrayType ga = (GenericArrayType) a;
        GenericArrayType gb = (GenericArrayType) b;
        return equals(ga.getGenericComponentType(), gb.getGenericComponentType());
    } else if (a instanceof WildcardType) {
        if (!(b instanceof WildcardType)) {
            return false;
        }
        WildcardType wa = (WildcardType) a;
        WildcardType wb = (WildcardType) b;
        return Arrays.equals(wa.getUpperBounds(), wb.getUpperBounds()) && Arrays.equals(wa.getLowerBounds(), wb.getLowerBounds());
    } else if (a instanceof TypeVariable) {
        if (!(b instanceof TypeVariable)) {
            return false;
        }
        TypeVariable<?> va = (TypeVariable) a;
        TypeVariable<?> vb = (TypeVariable) b;
        return va.getGenericDeclaration().equals(vb.getGenericDeclaration()) && va.getName().equals(vb.getName());
    } else {
        // This isn't a type we support. Could be a generic array type, wildcard type, etc.
        return false;
    }
} 
{
    if (toResolve == rawType) {
        return type;
    }
    // we skip searching through interfaces if unknown is an interface
    if (toResolve.isInterface()) {
        Class[] interfaces = rawType.getInterfaces();
        for (int i = 0, length = interfaces.length; i < length; i++) {
            if (interfaces[i] == toResolve) {
                return rawType.getGenericInterfaces()[i];
            } else if (toResolve.isAssignableFrom(interfaces[i])) {
                return getGenericSupertype(rawType.getGenericInterfaces()[i], interfaces[i], toResolve);
            }
        }
    }
    // check our supertypes
    if (!rawType.isInterface()) {
        while (rawType != Object.class) {
            Class<?> rawSupertype = rawType.getSuperclass();
            if (rawSupertype == toResolve) {
                return rawType.getGenericSuperclass();
            } else if (toResolve.isAssignableFrom(rawSupertype)) {
                return getGenericSupertype(rawType.getGenericSuperclass(), rawSupertype, toResolve);
            }
            rawType = rawSupertype;
        }
    }
    // we can't resolve this further
    return toResolve;
} 
{
    GenericDeclaration genericDeclaration = typeVariable.getGenericDeclaration();
    return genericDeclaration instanceof Class ? (Class<?>) genericDeclaration : null;
} 
isFullySpecified 
",,,,,8,464
ScopeBindingProcessor.java,23,31,0.7419354838709677,"
 * Handles {@code Binder.bindScope} commands.
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 ",,,,,,,4,132
Initializable.java,21,4,5.25,"
 * Holds a reference that requires initialization to be performed before it can be used.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Ensures the reference is initialized, then returns it.
 */
 
","get 
",,,,,3,136
ErrorHandler.java,22,6,3.6666666666666665,"
 * Handles errors in the Injector.
 *
 * @author crazybob@google.com (Bob Lee)
 ","/**
 * Handles an error.
 */
 
/**
 * Handles a user-reported error.
 */
 
","handle 
handle 
",,,,,3,74
Messages.java,70,282,0.24822695035460993," Utility methods for {@link Message} objects ","/**
 * Prepends the list of sources to the given {@link Message}
 */
 
/**
 * Calls {@link String#format} after converting the arguments using some standard guice formatting
 * for {@link Key}, {@link Class} and {@link Member} objects.
 */
 
/**
 * Returns the formatted message for an exception with the specified messages.
 */
 
/**
 * Creates a new Message without a cause.
 *
 * @param messageFormat Format string
 * @param arguments format string arguments
 */
 
/**
 * Creates a new Message with the given cause.
 *
 * @param cause The exception that caused the error
 * @param messageFormat Format string
 * @param arguments format string arguments
 */
 
/**
 * Creates a new Message with the given cause and a binding source stack.
 *
 * @param cause The exception that caused the error
 * @param sources The binding sources for the source stack
 * @param messageFormat Format string
 * @param arguments format string arguments
 */
 
/**
 * Formats an object in a user friendly way.
 */
 
/**
 * Maps {@code 1} to the string {@code ""1st""} ditto for all non-negative numbers
 *
 * @see <a href=""https://en.wikipedia.org/wiki/English_numerals#Ordinal_numbers"">
 *     https://en.wikipedia.org/wiki/English_numerals#Ordinal_numbers</a>
 */
 
/**
 * Returns the cause throwable if there is exactly one cause in {@code messages}. If there are
 * zero or multiple messages with causes, null is returned.
 */
 
","{
    List<Object> messageSources = message.getSources();
    // It is possible that the end of getSources() and the beginning of message.getSources() are
    // equivalent, in this case we should drop the repeated source when joining the lists.  The
    // most likely scenario where this would happen is when a scoped binding throws an exception,
    // due to the fact that InternalFactoryToProviderAdapter applies the binding source when
    // merging errors.
    if (!sources.isEmpty() && !messageSources.isEmpty() && Objects.equal(messageSources.get(0), sources.get(sources.size() - 1))) {
        messageSources = messageSources.subList(1, messageSources.size());
    }
    return new Message(ImmutableList.builder().addAll(sources).addAll(messageSources).build(), message.getMessage(), message.getCause());
} 
{
    for (int i = 0; i < arguments.length; i++) {
        arguments[i] = convert(arguments[i]);
    }
    return String.format(messageFormat, arguments);
} 
{
    Formatter fmt = new Formatter().format(heading).format("":%n%n"");
    int index = 1;
    boolean displayCauses = getOnlyCause(errorMessages) == null;
    Map<Equivalence.Wrapper<Throwable>, Integer> causes = Maps.newHashMap();
    for (Message errorMessage : errorMessages) {
        int thisIdx = index++;
        fmt.format(""%s) %s%n"", thisIdx, errorMessage.getMessage());
        List<Object> dependencies = errorMessage.getSources();
        for (int i = dependencies.size() - 1; i >= 0; i--) {
            Object source = dependencies.get(i);
            formatSource(fmt, source);
        }
        Throwable cause = errorMessage.getCause();
        if (displayCauses && cause != null) {
            Equivalence.Wrapper<Throwable> causeEquivalence = ThrowableEquivalence.INSTANCE.wrap(cause);
            if (!causes.containsKey(causeEquivalence)) {
                causes.put(causeEquivalence, thisIdx);
                fmt.format(""Caused by: %s"", Throwables.getStackTraceAsString(cause));
            } else {
                int causeIdx = causes.get(causeEquivalence);
                fmt.format(""Caused by: %s (same stack trace as error #%s)"", cause.getClass().getName(), causeIdx);
            }
        }
        fmt.format(""%n"");
    }
    if (errorMessages.size() == 1) {
        fmt.format(""1 error"");
    } else {
        fmt.format(""%s errors"", errorMessages.size());
    }
    return fmt.toString();
} 
{
    return create(null, messageFormat, arguments);
} 
{
    return create(cause, ImmutableList.of(), messageFormat, arguments);
} 
{
    String message = format(messageFormat, arguments);
    return new Message(sources, message, cause);
} 
{
    ElementSource source = null;
    if (o instanceof ElementSource) {
        source = (ElementSource) o;
        o = source.getDeclaringSource();
    }
    return convert(o, source);
} 
{
    // negative ordinals don't make sense, we allow zero though because we are programmers
    checkArgument(ordinal >= 0);
    if ((ordinal / 10) % 10 == 1) {
        // all the 'teens' are weird
        return ""th"";
    } else {
        // could use a lookup table? any better?
        switch(ordinal % 10) {
            case 1:
                return ""st"";
            case 2:
                return ""nd"";
            case 3:
                return ""rd"";
            default:
                return ""th"";
        }
    }
} 
{
    Throwable onlyCause = null;
    for (Message message : messages) {
        Throwable messageCause = message.getCause();
        if (messageCause == null) {
            continue;
        }
        if (onlyCause != null && !ThrowableEquivalence.INSTANCE.equivalent(onlyCause, messageCause)) {
            return null;
        }
        onlyCause = messageCause;
    }
    return onlyCause;
} 
",,,,,1,45
InjectionRequestProcessor.java,35,98,0.35714285714285715,"
 * Handles {@code Binder.requestInjection} and {@code Binder.requestStaticInjection} commands.
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 * @author mikeward@google.com (Mike Ward)
 | A requested static injection. ",,,,,,,6,254
ConstantFactory.java,16,18,0.8888888888888888," @author crazybob@google.com (Bob Lee) ",,,,,,,1,39
EncounterImpl.java,21,103,0.20388349514563106," @author jessewilson@google.com (Jesse Wilson) ",,,,,,,1,47
SingleMemberInjector.java,16,6,2.6666666666666665," Injects a field or method of a given object. ",,,,,,,1,46
InjectorOptionsProcessor.java,20,57,0.3508771929824561,"
 * A processor to gather injector options.
 *
 * @author sameb@google.com (Sam Berlin)
 ",,,,,,,3,82
MethodAspect.java,27,35,0.7714285714285715,"
 * Ties a matcher to a method interceptor.
 *
 * @author crazybob@google.com (Bob Lee)
 ",,,"/**
 * @param classMatcher matches classes the interceptor should apply to. For example: {@code
 *     only(Runnable.class)}.
 * @param methodMatcher matches methods the interceptor should apply to. For example: {@code
 *     annotatedWith(Transactional.class)}.
 * @param interceptors to apply
 */
 
","{
    this.classMatcher = checkNotNull(classMatcher, ""class matcher"");
    this.methodMatcher = checkNotNull(methodMatcher, ""method matcher"");
    this.interceptors = checkNotNull(interceptors, ""interceptors"");
} 
",,,3,82
ExposureBuilder.java,16,43,0.37209302325581395," For private binder's expose() method. ",,,,,,,1,39
DelegatingInvocationHandler.java,19,37,0.5135135135135135,,,,,,,,1,0
ListenerBindingProcessor.java,20,18,1.1111111111111112,"
 * Handles {@code Binder#bindListener} commands.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ",,,,,,,3,96
SingleMethodInjector.java,19,62,0.3064516129032258," Invokes an injectable method. ",,,,,,,1,31
SingleFieldInjector.java,17,37,0.4594594594594595," Sets an injectable field. ",,,,,,,1,27
ConstructorInjectorStore.java,35,49,0.7142857142857143,"
 * Constructor injectors by type.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Returns a new complete constructor injector with injection listeners registered.
 */
 
/**
 * Purges an injection point from the cache. Use this only if the cache is not actually valid and
 * needs to be purged. (See issue 319 and
 * ImplicitBindingTest#testCircularJitBindingsLeaveNoResidue and
 * #testInstancesRequestingProvidersForThemselvesWithChildInjectors for examples of when this is
 * necessary.)
 *
 * <p>Returns true if the injector for that point was stored in the cache, false otherwise.
 */
 
","{
    return cache.get(constructorInjector, errors);
} 
{
    return cache.remove(ip);
} 
",,,,,3,81
Initializables.java,17,15,1.1333333333333333," @author jessewilson@google.com (Jesse Wilson) ","/**
 * Returns an initializable for an instance that requires no initialization.
 */
 
","{
    return new Initializable<T>() {

        @Override
        public T get() {
            return instance;
        }

        @Override
        public String toString() {
            return String.valueOf(instance);
        }
    };
} 
",,,,,1,47
PrivateElementProcessor.java,20,20,1.0,"
 * Handles {@code Binder.newPrivateBinder()} elements.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ",,,,,,,3,102
Errors.java,92,482,0.1908713692946058,"
 * A collection of error messages. If this type is passed as a method parameter, the method is
 * considered to have executed successfully only if new errors were not added to this collection.
 *
 * <p>Errors can be chained to provide additional context. To add context, call {@link #withSource}
 * to create a new Errors instance that contains additional context. All messages added to the
 * returned instance will contain full context.
 *
 * <p>To avoid messages with redundant context, {@link #withSource} should be added sparingly. A
 * good rule of thumb is to assume a method's caller has already specified enough context to
 * identify that method. When calling a method that's defined in a different context, call that
 * method with an errors object that includes its context.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Throws a ConfigurationException with an NullPointerExceptions as the cause if the given
 * reference is {@code null}.
 */
 
/**
 * Throws a ConfigurationException with a formatted {@link Message} if this condition is {@code
 * false}.
 */
 
/**
 * Returns an instance that uses {@code source} as a reference point for newly added errors.
 */
 
/**
 * We use a fairly generic error message here. The motivation is to share the same message for
 * both bind time errors:
 *
 * <pre><code>Guice.createInjector(new AbstractModule() {
 *   public void configure() {
 *     bind(Runnable.class);
 *   }
 * }</code></pre>
 *
 * ...and at provide-time errors:
 *
 * <pre><code>Guice.createInjector().getInstance(Runnable.class);</code></pre>
 *
 * Otherwise we need to know who's calling when resolving a just-in-time binding, which makes
 * things unnecessarily complex.
 */
 
/**
 * Within guice's core, allow for better missing binding messages
 */
 
","{
    if (reference != null) {
        return reference;
    }
    NullPointerException npe = new NullPointerException(name);
    throw new ConfigurationException(ImmutableSet.of(new Message(npe.toString(), npe)));
} 
{
    if (condition) {
        return;
    }
    throw new ConfigurationException(ImmutableSet.of(new Message(Errors.format(format, args))));
} 
{
    return source == this.source || source == SourceProvider.UNKNOWN_SOURCE ? this : new Errors(this, source);
} 
{
    return addMessage(""No implementation for %s was bound."", key);
} 
{
    StringBuilder sb = new StringBuilder();
    sb.append(format(""No implementation for %s was bound."", key));
    // Keys which have similar strings as the desired key
    List<String> possibleMatches = new ArrayList<>();
    // Check for other keys that may have the same type,
    // but not the same annotation
    TypeLiteral<T> type = key.getTypeLiteral();
    List<Binding<T>> sameTypes = injector.findBindingsByType(type);
    if (!sameTypes.isEmpty()) {
        sb.append(format(""%n  Did you mean?""));
        int howMany = Math.min(sameTypes.size(), MAX_MATCHING_TYPES_REPORTED);
        for (int i = 0; i < howMany; ++i) {
            // TODO: Look into a better way to prioritize suggestions. For example, possbily
            // use levenshtein distance of the given annotation vs actual annotation.
            sb.append(format(""%n    * %s"", sameTypes.get(i).getKey()));
        }
        int remaining = sameTypes.size() - MAX_MATCHING_TYPES_REPORTED;
        if (remaining > 0) {
            String plural = (remaining == 1) ? """" : ""s"";
            sb.append(format(""%n    %d more binding%s with other annotations."", remaining, plural));
        }
    } else {
        // For now, do a simple substring search for possibilities. This can help spot
        // issues when there are generics being used (such as a wrapper class) and the
        // user has forgotten they need to bind based on the wrapper, not the underlying
        // class. In the future, consider doing a strict in-depth type search.
        // TODO: Look into a better way to prioritize suggestions. For example, possbily
        // use levenshtein distance of the type literal strings.
        String want = type.toString();
        Map<Key<?>, Binding<?>> bindingMap = injector.getAllBindings();
        for (Key<?> bindingKey : bindingMap.keySet()) {
            String have = bindingKey.getTypeLiteral().toString();
            if (have.contains(want) || want.contains(have)) {
                Formatter fmt = new Formatter();
                Messages.formatSource(fmt, bindingMap.get(bindingKey).getSource());
                String match = String.format(""%s bound%s"", convert(bindingKey), fmt.toString());
                possibleMatches.add(match);
                // TODO: Consider a check that if there are more than some number of results,
                // don't suggest any.
                if (possibleMatches.size() > MAX_RELATED_TYPES_REPORTED) {
                    // Early exit if we have found more than we need.
                    break;
                }
            }
        }
        if ((possibleMatches.size() > 0) && (possibleMatches.size() <= MAX_RELATED_TYPES_REPORTED)) {
            sb.append(format(""%n  Did you mean?""));
            for (String possibleMatch : possibleMatches) {
                sb.append(format(""%n    %s"", possibleMatch));
            }
        }
    }
    // If where are no possibilities to suggest, then handle the case of missing
    // annotations on simple types. This is usually a bad idea.
    if (sameTypes.isEmpty() && possibleMatches.isEmpty() && key.getAnnotationType() == null && COMMON_AMBIGUOUS_TYPES.contains(key.getTypeLiteral().getRawType())) {
        // We don't recommend using such simple types without annotations.
        sb.append(format(""%nThe key seems very generic, did you forget an annotation?""));
    }
    return addMessage(sb.toString());
} 
",,,"/**
 * When a binding is not found, show at most this many bindings with the same type
 */
 
/**
 * When a binding is not found, show at most this many bindings that have some similarities
 */
 
/**
 * If the key is unknown and it is one of these types, it generally means there is a missing
 * annotation.
 */
 
/**
 * The root errors object. Used to access the list of error messages.
 */
 
/**
 * The parent errors object. Used to obtain the chain of source objects.
 */
 
/**
 * The leaf source for errors added here.
 */
 
","Field MAX_MATCHING_TYPES_REPORTED
Field MAX_RELATED_TYPES_REPORTED
Field COMMON_AMBIGUOUS_TYPES
Field root
Field parent
Field source
",13,814
BoundProviderFactory.java,16,60,0.26666666666666666," Delegates to a custom factory which is also bound in the injector. ",,,,,,,1,68
Scoping.java,50,220,0.22727272727272727,"
 * References a scope, either directly (as a scope instance), or indirectly (as a scope annotation).
 * The scope's eager or laziness is also exposed.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 ","/**
 * Returns true if this scope was explicitly applied. If no scope was explicitly applied then the
 * scoping annotation will be used.
 */
 
/**
 * Returns true if this is the default scope. In this case a new instance will be provided for
 * each injection.
 */
 
/**
 * Returns true if this scope is a singleton that should be loaded eagerly in {@code stage}.
 */
 
/**
 * Returns the scope instance, or {@code null} if that isn't known for this instance.
 */
 
/**
 * Returns the scope annotation, or {@code null} if that isn't known for this instance.
 */
 
/**
 * Scopes an internal factory.
 */
 
/**
 * Replaces annotation scopes with instance scopes using the Injector's annotation-to-instance
 * map. If the scope annotation has no corresponding instance, an error will be added and unscoped
 * will be retuned.
 */
 
","{
    return this != UNSCOPED;
} 
{
    return getScopeInstance() == Scopes.NO_SCOPE;
} 
{
    if (this == EAGER_SINGLETON) {
        return true;
    }
    if (stage == Stage.PRODUCTION) {
        return this == SINGLETON_ANNOTATION || this == SINGLETON_INSTANCE;
    }
    return false;
} 
{
    return null;
} 
{
    return null;
} 
{
    if (scoping.isNoScope()) {
        return creator;
    }
    Scope scope = scoping.getScopeInstance();
    // NOTE: SingletonScope relies on the fact that we are passing a
    // ProviderToInternalFactoryAdapter here.  If you change the type make sure to update
    // SingletonScope as well.
    Provider<T> scoped = scope.scope(key, new ProviderToInternalFactoryAdapter<T>(injector, creator));
    return new InternalFactoryToProviderAdapter<T>(scoped, source);
} 
{
    Class<? extends Annotation> scopeAnnotation = scoping.getScopeAnnotation();
    if (scopeAnnotation == null) {
        return scoping;
    }
    ScopeBinding scope = injector.state.getScopeBinding(scopeAnnotation);
    if (scope != null) {
        return forInstance(scope.getScope());
    }
    errors.scopeNotFound(scopeAnnotation);
    return UNSCOPED;
} 
",,,"/**
 * No scoping annotation has been applied. Note that this is different from {@code
 * in(Scopes.NO_SCOPE)}, where the 'NO_SCOPE' has been explicitly applied.
 */
 
/**
 * No scoping annotation has been applied explicitly. Note that this is is the same as {@code
 * in(Scopes.NO_SCOPE)}.
 */
 
","Field UNSCOPED
Field EXPLICITLY_UNSCOPED
",4,196
ProviderMethod.java,55,203,0.270935960591133,"
 * A provider that invokes a method and returns its result.
 *
 * @author jessewilson@google.com (Jesse Wilson)
 |if[AOP]|end[AOP]|
   * A {@link ProviderMethod} implementation that uses {@link net.sf.cglib.reflect.FastClass#invoke}
   * to invoke the provider method.
   |if[AOP]|end[AOP]|
   * A {@link ProviderMethod} implementation that invokes the method using normal java reflection.
   ","/**
 * Creates a {@link ProviderMethod}.
 *
 * <p>Unless {@code skipFastClassGeneration} is set, this will use {@link
 * net.sf.cglib.reflect.FastClass} to invoke the actual method, since it is significantly faster.
 * However, this will fail if the method is {@code private} or {@code protected}, since fastclass
 * is subject to java access policies.
 */
 
/**
 * Extension point for our subclasses to implement the provisioning strategy.
 */
 
","{
    int modifiers = method.getModifiers();
    /*if[AOP]*/
    if (!skipFastClassGeneration) {
        try {
            net.sf.cglib.reflect.FastClass fc = BytecodeGen.newFastClassForMember(method);
            if (fc != null) {
                return new FastClassProviderMethod<T>(key, fc, method, instance, dependencies, scopeAnnotation, annotation);
            }
        } catch (net.sf.cglib.core.CodeGenerationException e) {
        /* fall-through */
        }
    }
    /*end[AOP]*/
    if (!Modifier.isPublic(modifiers) || !Modifier.isPublic(method.getDeclaringClass().getModifiers())) {
        method.setAccessible(true);
    }
    return new ReflectionProviderMethod<T>(key, method, instance, dependencies, scopeAnnotation, annotation);
} 
doProvision 
","/**
 * @param method the method to invoke. It's return type must be the same type as {@code key}.
 */
 
","{
    // We can be safely initialized eagerly since our bindings must exist statically and it is an
    // error for them not to.
    super(InitializationTiming.EAGER);
    this.key = key;
    this.scopeAnnotation = scopeAnnotation;
    this.instance = instance;
    this.dependencies = dependencies;
    this.method = method;
    this.exposed = method.isAnnotationPresent(Exposed.class);
    this.annotation = annotation;
} 
","/**
 * Set by {@link #initialize(InjectorImpl, Errors)} so it is always available prior to injection.
 */
 
","Field parameterInjectors
",8,379
ConstructionProxyFactory.java,32,100,0.32,"
 * Creates {@link ConstructionProxy} instances.
 *
 * @author crazybob@google.com (Bob Lee)
 ","/**
 * Gets a construction proxy for the given constructor.
 */
 
","create 
",,,,,3,87
